chave_unica,timestamp,codigo,data,cliente,saldo_credito,numero_dias_atraso,valor_titulo_atraso,numero_titulos_atraso,total_pedido,setor,status,critica_principal,critica_cdp,alcada1,alcada2,alcada3,codigo_critica,status_critica,alcada_critica,produto_critica,combo_critica,quantidade_critica,valor_critica
05412909202029092020210000000032079001,05412909202029092020210000000032079001,1,2020-09-29 09:26:37,32079,0,0,0,0,0,210,4,101,0,7,8,0,78,1,7,2777,0,1.0,9.96
05412909202029092020210000000032079001,05412909202029092020210000000032079001,1,2020-09-29 09:26:37,32079,0,0,0,0,0,210,4,101,0,7,8,0,78,1,7,2777,0,1.0,9.96
05412909202029092020210000000032079001,05412909202029092020210000000032079001,1,2020-09-29 09:26:37,32079,0,0,0,0,0,210,4,101,0,7,8,0,78,1,7,2777,0,1.0,9.96
05412909202029092020210000000032079001,05412909202029092020210000000032079001,1,2020-09-29 09:26:37,32079,0,0,0,0,0,210,4,101,0,7,8,0,78,1,7,2777,0,1.0,9.96
05412909202029092020210000000032079001,05412909202029092020210000000032079001,1,2020-09-29 09:26:37,32079,0,0,0,0,0,210,4,101,0,7,8,0,78,1,7,2777,0,1.0,9.96
05412909202029092020210000000022229001,05412909202029092020210000000022229001,1,2020-09-29 09:26:37,22229,0,0,0,0,0,210,4,101,0,7,8,0,101,4,8,,,,
05412909202029092020210000000042323001,05412909202029092020210000000042323001,1,2020-09-29 09:26:37,42323,2182.0,0,0.0,0,0.0,210,4,101,0,7,8,0,154,1,7,,,,
05412909202029092020210000000042323001,05412909202029092020210000000042323001,1,2020-09-29 09:26:37,42323,2182.0,0,0.0,0,0.0,210,4,101,0,7,8,0,154,1,7,,,,
05412909202029092020210000000042323001,05412909202029092020210000000042323001,1,2020-09-29 09:26:37,42323,2182.0,0,0.0,0,0.0,210,4,101,0,7,8,0,154,1,7,,,,
05412909202029092020210000000043376001,05412909202029092020210000000043376001,1,2020-09-29 09:26:37,43376,745.46,1,241.06,1,797.68,210,4,1,0,3,7,0,1,4,3,,,,
05412909202029092020210000000043376001,05412909202029092020210000000043376001,1,2020-09-29 09:26:37,43376,745.46,1,241.06,1,797.68,210,4,1,0,3,7,0,1,4,3,,,,
05412909202029092020210000000043376001,05412909202029092020210000000043376001,1,2020-09-29 09:26:37,43376,745.46,1,241.06,1,797.68,210,4,1,0,3,7,0,1,4,3,,,,
05412909202029092020210000000043376001,05412909202029092020210000000043376001,1,2020-09-29 09:26:37,43376,745.46,1,241.06,1,797.68,210,4,1,0,3,7,0,1,4,3,,,,
05412909202029092020210000000043376001,05412909202029092020210000000043376001,1,2020-09-29 09:26:37,43376,745.46,1,241.06,1,797.68,210,4,1,0,3,7,0,1,4,3,,,,
05412909202029092020210000000043376001,05412909202029092020210000000043376001,1,2020-09-29 09:26:37,43376,745.46,1,241.06,1,797.68,210,4,1,0,3,7,0,1,4,3,,,,
05412909202029092020210000000047085001,05412909202029092020210000000047085001,1,2020-09-29 09:26:37,47085,724.43,1,97.4,1,426.38,210,4,4,0,5,8,0,4,4,5,,,,
05412909202029092020210000000047085001,05412909202029092020210000000047085001,1,2020-09-29 09:26:37,47085,724.43,1,97.4,1,426.38,210,4,4,0,5,8,0,4,4,5,,,,
05412909202029092020210000000047085001,05412909202029092020210000000047085001,1,2020-09-29 09:26:37,47085,724.43,1,97.4,1,426.38,210,4,4,0,5,8,0,4,4,5,,,,
05412909202029092020210000000047085001,05412909202029092020210000000047085001,1,2020-09-29 09:26:37,47085,724.43,1,97.4,1,426.38,210,4,4,0,5,8,0,4,4,5,,,,
05412909202029092020210000000047085002,05412909202029092020210000000047085002,1,2020-09-29 09:26:37,47085,724.43,1,97.4,1,426.38,210,4,4,0,5,8,0,4,4,5,,,,
05412909202029092020210000000047085002,05412909202029092020210000000047085002,1,2020-09-29 09:26:37,47085,724.43,1,97.4,1,426.38,210,4,4,0,5,8,0,4,4,5,,,,
05412909202029092020210000000047085002,05412909202029092020210000000047085002,1,2020-09-29 09:26:37,47085,724.43,1,97.4,1,426.38,210,4,4,0,5,8,0,4,4,5,,,,
05412909202029092020210000000047085002,05412909202029092020210000000047085002,1,2020-09-29 09:26:37,47085,724.43,1,97.4,1,426.38,210,4,4,0,5,8,0,4,4,5,,,,
05412909202029092020210000000047085002,05412909202029092020210000000047085002,1,2020-09-29 09:26:37,47085,724.43,1,97.4,1,426.38,210,4,4,0,5,8,0,4,4,5,,,,
05412909202029092020210000000047532001,05412909202029092020210000000047532001,1,2020-09-29 09:26:38,47532,2186.0,0,0.0,0,0.0,210,4,78,0,2,8,0,154,1,7,,,,
05412909202029092020210000000047532001,05412909202029092020210000000047532001,1,2020-09-29 09:26:38,47532,2186.0,0,0.0,0,0.0,210,4,78,0,2,8,0,154,1,7,,,,
05412909202029092020210000000047532001,05412909202029092020210000000047532001,1,2020-09-29 09:26:38,47532,2186.0,0,0.0,0,0.0,210,4,78,0,2,8,0,154,1,7,,,,
05412909202029092020210000000047532001,05412909202029092020210000000047532001,1,2020-09-29 09:26:38,47532,2186.0,0,0.0,0,0.0,210,4,78,0,2,8,0,154,1,7,,,,
05412909202029092020210000000047532001,05412909202029092020210000000047532001,1,2020-09-29 09:26:38,47532,2186.0,0,0.0,0,0.0,210,4,78,0,2,8,0,154,1,7,,,,
05412909202029092020210000000047532001,05412909202029092020210000000047532001,1,2020-09-29 09:26:38,47532,2186.0,0,0.0,0,0.0,210,4,78,0,2,8,0,154,1,7,,,,
05412909202029092020210000000047532001,05412909202029092020210000000047532001,1,2020-09-29 09:26:38,47532,2186.0,0,0.0,0,0.0,210,4,78,0,2,8,0,154,1,7,,,,
05412909202029092020210000000051334001,05412909202029092020210000000051334001,1,2020-09-29 09:26:38,51334,0,0,0,0,0,210,4,101,0,7,8,0,78,1,7,9320,0,4.0,137.92
05412909202029092020210000000051334001,05412909202029092020210000000051334001,1,2020-09-29 09:26:38,51334,0,0,0,0,0,210,4,101,0,7,8,0,78,1,7,9320,0,4.0,137.92
05412909202029092020210000000051334001,05412909202029092020210000000051334001,1,2020-09-29 09:26:38,51334,0,0,0,0,0,210,4,101,0,7,8,0,78,1,7,9320,0,4.0,137.92
05412909202029092020210000000051334001,05412909202029092020210000000051334001,1,2020-09-29 09:26:38,51334,0,0,0,0,0,210,4,101,0,7,8,0,78,1,7,9320,0,4.0,137.92
05412909202029092020210000000051359001,05412909202029092020210000000051359001,1,2020-09-29 09:26:38,51359,700.0,0,0.0,0,0.0,210,4,101,0,7,8,0,154,1,7,,,,
05412909202029092020210000000051359001,05412909202029092020210000000051359001,1,2020-09-29 09:26:38,51359,700.0,0,0.0,0,0.0,210,4,101,0,7,8,0,154,1,7,,,,
05412909202029092020210000000051359001,05412909202029092020210000000051359001,1,2020-09-29 09:26:38,51359,700.0,0,0.0,0,0.0,210,4,101,0,7,8,0,154,1,7,,,,
05412909202029092020210000000051359001,05412909202029092020210000000051359001,1,2020-09-29 09:26:38,51359,700.0,0,0.0,0,0.0,210,4,101,0,7,8,0,154,1,7,,,,
05412909202029092020210000000051359001,05412909202029092020210000000051359001,1,2020-09-29 09:26:38,51359,700.0,0,0.0,0,0.0,210,4,101,0,7,8,0,154,1,7,,,,
05412909202029092020210000000051359001,05412909202029092020210000000051359001,1,2020-09-29 09:26:38,51359,700.0,0,0.0,0,0.0,210,4,101,0,7,8,0,154,1,7,,,,
05412909202029092020210000000051359001,05412909202029092020210000000051359001,1,2020-09-29 09:26:38,51359,700.0,0,0.0,0,0.0,210,4,101,0,7,8,0,154,1,7,,,,
05412909202029092020210000000051359001,05412909202029092020210000000051359001,1,2020-09-29 09:26:38,51359,700.0,0,0.0,0,0.0,210,4,101,0,7,8,0,154,1,7,,,,
05412909202029092020210000000051359001,05412909202029092020210000000051359001,1,2020-09-29 09:26:38,51359,700.0,0,0.0,0,0.0,210,4,101,0,7,8,0,154,1,7,,,,
05412909202029092020210000000051359001,05412909202029092020210000000051359001,1,2020-09-29 09:26:38,51359,700.0,0,0.0,0,0.0,210,4,101,0,7,8,0,154,1,7,,,,
05412909202029092020210000000052724001,05412909202029092020210000000052724001,1,2020-09-29 09:26:38,52724,0,0,0,0,0,210,4,78,0,2,7,0,78,4,2,2777,0,2.0,21.6
05412909202029092020210000000097171001,05412909202029092020210000000097171001,1,2020-09-29 09:26:38,97171,0,0,0,0,0,210,4,101,0,7,8,0,168,4,8,,,,
05412909202029092020210000000097171001,05412909202029092020210000000097171001,1,2020-09-29 09:26:38,97171,0,0,0,0,0,210,4,101,0,7,8,0,168,4,8,,,,
05412909202026092020704000000047673301,05412909202026092020704000000047673301,1,2020-09-29 09:26:39,47673,0,0,0,0,0,704,4,101,0,7,8,0,78,1,7,8791,0,1.0,26.0
05412909202026092020704000000047673301,05412909202026092020704000000047673301,1,2020-09-29 09:26:39,47673,0,0,0,0,0,704,4,101,0,7,8,0,78,1,7,8791,0,1.0,26.0
05412909202026092020103000000031521301,05412909202026092020103000000031521301,3,2020-09-29 09:26:41,31521,2877.0,0,0.0,0,0.0,103,4,101,0,7,8,0,154,1,7,,,,
05412909202026092020103000000031521301,05412909202026092020103000000031521301,3,2020-09-29 09:26:41,31521,2877.0,0,0.0,0,0.0,103,4,101,0,7,8,0,154,1,7,,,,
05412909202028092020202000000017299301,05412909202028092020202000000017299301,1,2020-09-29 09:26:42,17299,0,0,0,0,0,202,4,120,0,2,8,0,120,4,2,982,0,42.0,2100.0
05412909202028092020202000000017299301,05412909202028092020202000000017299301,1,2020-09-29 09:26:42,17299,0,0,0,0,0,202,4,120,0,2,8,0,120,4,2,982,0,42.0,2100.0
05412909202026092020202000000099451301,05412909202026092020202000000099451301,1,2020-09-29 09:26:42,99451,2966.09,1,779.91,3,1524.17,202,4,4,0,5,8,0,4,4,5,,,,
05412909202026092020202000000099451301,05412909202026092020202000000099451301,1,2020-09-29 09:26:42,99451,2966.09,1,779.91,3,1524.17,202,4,4,0,5,8,0,4,4,5,,,,
05412909202029092020208000000005162001,05412909202029092020208000000005162001,1,2020-09-29 10:22:49,5162,408.29,1,1171.93,4,493.89,208,4,4,0,5,8,0,168,4,8,,,,
05412909202029092020208000000005162001,05412909202029092020208000000005162001,1,2020-09-29 10:22:49,5162,408.29,1,1171.93,4,493.89,208,4,4,0,5,8,0,168,4,8,,,,
05412909202029092020208000000005162001,05412909202029092020208000000005162001,1,2020-09-29 10:22:49,5162,408.29,1,1171.93,4,493.89,208,4,4,0,5,8,0,168,4,8,,,,
05412909202029092020208000000005162001,05412909202029092020208000000005162001,1,2020-09-29 10:22:49,5162,408.29,1,1171.93,4,493.89,208,4,4,0,5,8,0,168,4,8,,,,
05412909202029092020208000000005162002,05412909202029092020208000000005162002,1,2020-09-29 10:22:49,5162,408.29,1,1171.93,4,493.89,208,4,101,0,7,8,0,168,4,8,,,,
05412909202029092020208000000005162002,05412909202029092020208000000005162002,1,2020-09-29 10:22:49,5162,408.29,1,1171.93,4,493.89,208,4,101,0,7,8,0,168,4,8,,,,
05412909202029092020208000000005162002,05412909202029092020208000000005162002,1,2020-09-29 10:22:49,5162,408.29,1,1171.93,4,493.89,208,4,101,0,7,8,0,168,4,8,,,,
05412909202029092020208000000019280001,05412909202029092020208000000019280001,1,2020-09-29 10:22:50,19280,27588.0,0,0.0,0,0.0,208,4,101,0,7,8,0,154,1,7,,,,
05412909202029092020208000000019280001,05412909202029092020208000000019280001,1,2020-09-29 10:22:50,19280,27588.0,0,0.0,0,0.0,208,4,101,0,7,8,0,154,1,7,,,,
05412909202029092020208000000019280001,05412909202029092020208000000019280001,1,2020-09-29 10:22:50,19280,27588.0,0,0.0,0,0.0,208,4,101,0,7,8,0,154,1,7,,,,
05412909202029092020208000000021369001,05412909202029092020208000000021369001,1,2020-09-29 10:22:50,21369,7240.0,0,0.0,0,0.0,208,4,101,0,7,8,0,154,1,7,,,,
05412909202029092020208000000021369001,05412909202029092020208000000021369001,1,2020-09-29 10:22:50,21369,7240.0,0,0.0,0,0.0,208,4,101,0,7,8,0,154,1,7,,,,
05412909202029092020208000000021369001,05412909202029092020208000000021369001,1,2020-09-29 10:22:50,21369,7240.0,0,0.0,0,0.0,208,4,101,0,7,8,0,154,1,7,,,,
05412909202029092020208000000021369002,05412909202029092020208000000021369002,1,2020-09-29 10:22:50,21369,0,0,0,0,0,208,4,34,0,7,8,0,101,4,8,,,,
05412909202029092020208000000021369002,05412909202029092020208000000021369002,1,2020-09-29 10:22:50,21369,0,0,0,0,0,208,4,34,0,7,8,0,101,4,8,,,,
05412909202029092020208000000021369002,05412909202029092020208000000021369002,1,2020-09-29 10:22:50,21369,0,0,0,0,0,208,4,34,0,7,8,0,101,4,8,,,,
05412909202029092020208000000021857001,05412909202029092020208000000021857001,1,2020-09-29 10:22:50,21857,5123.0,0,0.0,0,0.0,208,4,101,0,7,8,0,154,1,7,,,,
05412909202029092020208000000021857001,05412909202029092020208000000021857001,1,2020-09-29 10:22:50,21857,5123.0,0,0.0,0,0.0,208,4,101,0,7,8,0,154,1,7,,,,
05412909202029092020208000000021857001,05412909202029092020208000000021857001,1,2020-09-29 10:22:50,21857,5123.0,0,0.0,0,0.0,208,4,101,0,7,8,0,154,1,7,,,,
05412909202029092020208000000021857001,05412909202029092020208000000021857001,1,2020-09-29 10:22:50,21857,5123.0,0,0.0,0,0.0,208,4,101,0,7,8,0,154,1,7,,,,
05412909202029092020208000000021857001,05412909202029092020208000000021857001,1,2020-09-29 10:22:50,21857,5123.0,0,0.0,0,0.0,208,4,101,0,7,8,0,154,1,7,,,,
05412909202029092020208000000021857001,05412909202029092020208000000021857001,1,2020-09-29 10:22:50,21857,5123.0,0,0.0,0,0.0,208,4,101,0,7,8,0,154,1,7,,,,
05412909202029092020208000000030376001,05412909202029092020208000000030376001,1,2020-09-29 10:22:51,30376,0,0,0,0,0,208,4,101,0,7,8,0,168,4,8,,,,
05412909202029092020208000000030376001,05412909202029092020208000000030376001,1,2020-09-29 10:22:51,30376,0,0,0,0,0,208,4,101,0,7,8,0,168,4,8,,,,
05412909202029092020208000000030593001,05412909202029092020208000000030593001,1,2020-09-29 10:22:52,30593,5418.5,1,3597.55,3,3046.1,208,4,4,0,5,8,0,4,4,5,,,,
05412909202029092020208000000030593001,05412909202029092020208000000030593001,1,2020-09-29 10:22:52,30593,5418.5,1,3597.55,3,3046.1,208,4,4,0,5,8,0,4,4,5,,,,
05412909202029092020208000000030593001,05412909202029092020208000000030593001,1,2020-09-29 10:22:52,30593,5418.5,1,3597.55,3,3046.1,208,4,4,0,5,8,0,4,4,5,,,,
05412909202029092020208000000030593001,05412909202029092020208000000030593001,1,2020-09-29 10:22:52,30593,5418.5,1,3597.55,3,3046.1,208,4,4,0,5,8,0,4,4,5,,,,
05412909202029092020208000000030593001,05412909202029092020208000000030593001,1,2020-09-29 10:22:52,30593,5418.5,1,3597.55,3,3046.1,208,4,4,0,5,8,0,4,4,5,,,,
05412909202029092020208000000032732001,05412909202029092020208000000032732001,1,2020-09-29 10:22:52,32732,4217.0,0,0.0,0,0.0,208,4,101,0,7,8,0,154,1,7,,,,
05412909202029092020208000000032732001,05412909202029092020208000000032732001,1,2020-09-29 10:22:52,32732,4217.0,0,0.0,0,0.0,208,4,101,0,7,8,0,154,1,7,,,,
05412909202029092020208000000032732001,05412909202029092020208000000032732001,1,2020-09-29 10:22:52,32732,4217.0,0,0.0,0,0.0,208,4,101,0,7,8,0,154,1,7,,,,
05412909202029092020208000000036598001,05412909202029092020208000000036598001,1,2020-09-29 10:22:53,36598,9256.0,0,0.0,0,0.0,208,4,62,0,1,8,0,154,1,7,,,,
05412909202029092020208000000036598001,05412909202029092020208000000036598001,1,2020-09-29 10:22:53,36598,9256.0,0,0.0,0,0.0,208,4,62,0,1,8,0,154,1,7,,,,
05412909202029092020208000000036598001,05412909202029092020208000000036598001,1,2020-09-29 10:22:53,36598,9256.0,0,0.0,0,0.0,208,4,62,0,1,8,0,154,1,7,,,,
05412909202029092020208000000036598001,05412909202029092020208000000036598001,1,2020-09-29 10:22:53,36598,9256.0,0,0.0,0,0.0,208,4,62,0,1,8,0,154,1,7,,,,
05412909202029092020208000000040518001,05412909202029092020208000000040518001,1,2020-09-29 10:22:53,40518,700.0,0,0.0,0,0.0,208,4,101,0,7,8,0,154,1,7,,,,
05412909202029092020208000000040518001,05412909202029092020208000000040518001,1,2020-09-29 10:22:53,40518,700.0,0,0.0,0,0.0,208,4,101,0,7,8,0,154,1,7,,,,
05412909202029092020208000000040518001,05412909202029092020208000000040518001,1,2020-09-29 10:22:53,40518,700.0,0,0.0,0,0.0,208,4,101,0,7,8,0,154,1,7,,,,
05412909202029092020208000000041635001,05412909202029092020208000000041635001,1,2020-09-29 10:22:54,41635,0,0,0,0,0,208,4,62,0,1,8,0,168,4,8,,,,
05412909202029092020208000000041635001,05412909202029092020208000000041635001,1,2020-09-29 10:22:54,41635,0,0,0,0,0,208,4,62,0,1,8,0,168,4,8,,,,
05412909202029092020208000000041635001,05412909202029092020208000000041635001,1,2020-09-29 10:22:54,41635,0,0,0,0,0,208,4,62,0,1,8,0,168,4,8,,,,
05412909202029092020208000000041635001,05412909202029092020208000000041635001,1,2020-09-29 10:22:54,41635,0,0,0,0,0,208,4,62,0,1,8,0,168,4,8,,,,
05412909202029092020208000000042785001,05412909202029092020208000000042785001,1,2020-09-29 10:22:54,42785,-295.96,1,2168.16,1,398.4,208,4,2,0,10,8,0,2,4,10,,,,
05412909202029092020208000000042785001,05412909202029092020208000000042785001,1,2020-09-29 10:22:54,42785,-295.96,1,2168.16,1,398.4,208,4,2,0,10,8,0,2,4,10,,,,
05412909202029092020208000000042785001,05412909202029092020208000000042785001,1,2020-09-29 10:22:54,42785,-295.96,1,2168.16,1,398.4,208,4,2,0,10,8,0,2,4,10,,,,
05412909202029092020208000000042785001,05412909202029092020208000000042785001,1,2020-09-29 10:22:54,42785,-295.96,1,2168.16,1,398.4,208,4,2,0,10,8,0,2,4,10,,,,
05412909202029092020208000000048666001,05412909202029092020208000000048666001,1,2020-09-29 10:22:54,48666,1418.61,1,314.52,1,266.87,208,4,4,0,5,8,0,4,4,5,,,,
05412909202029092020208000000048666001,05412909202029092020208000000048666001,1,2020-09-29 10:22:54,48666,1418.61,1,314.52,1,266.87,208,4,4,0,5,8,0,4,4,5,,,,
05412909202029092020208000000048666001,05412909202029092020208000000048666001,1,2020-09-29 10:22:54,48666,1418.61,1,314.52,1,266.87,208,4,4,0,5,8,0,4,4,5,,,,
05412909202029092020208000000048942001,05412909202029092020208000000048942001,1,2020-09-29 10:22:54,48942,1164.57,0,0.0,0,1645.35,208,4,62,0,1,8,0,1,4,10,,,,
05412909202029092020208000000048942001,05412909202029092020208000000048942001,1,2020-09-29 10:22:54,48942,1164.57,0,0.0,0,1645.35,208,4,62,0,1,8,0,1,4,10,,,,
05412909202029092020208000000048942001,05412909202029092020208000000048942001,1,2020-09-29 10:22:54,48942,1164.57,0,0.0,0,1645.35,208,4,62,0,1,8,0,1,4,10,,,,
05412909202029092020208000000048942001,05412909202029092020208000000048942001,1,2020-09-29 10:22:54,48942,1164.57,0,0.0,0,1645.35,208,4,62,0,1,8,0,1,4,10,,,,
05412909202029092020208000000048942001,05412909202029092020208000000048942001,1,2020-09-29 10:22:54,48942,1164.57,0,0.0,0,1645.35,208,4,62,0,1,8,0,1,4,10,,,,
05412909202029092020208000000053357001,05412909202029092020208000000053357001,1,2020-09-29 10:22:55,53357,0,0,0,0,0,208,1,0,0,7,7,0,78,1,7,8336,0,3.0,168.0
05412909202029092020208000000053357001,05412909202029092020208000000053357001,1,2020-09-29 10:22:55,53357,0,0,0,0,0,208,1,0,0,7,7,0,78,1,7,8336,0,3.0,168.0
05412909202029092020208000000053357001,05412909202029092020208000000053357001,1,2020-09-29 10:22:55,53357,0,0,0,0,0,208,1,0,0,7,7,0,78,1,7,8336,0,3.0,168.0
05412909202029092020208000000053361001,05412909202029092020208000000053361001,1,2020-09-29 10:22:55,53361,0,0,0,0,0,208,1,0,0,7,7,0,78,1,7,8336,0,2.0,112.0
05412909202029092020208000000053361001,05412909202029092020208000000053361001,1,2020-09-29 10:22:55,53361,0,0,0,0,0,208,1,0,0,7,7,0,78,1,7,8336,0,2.0,112.0
05412909202029092020208000000054970001,05412909202029092020208000000054970001,1,2020-09-29 10:22:55,54970,0,0,0,0,0,208,4,78,0,2,7,0,78,4,2,988,0,10.0,564.6
05412909202029092020208000000054970001,05412909202029092020208000000054970001,1,2020-09-29 10:22:55,54970,0,0,0,0,0,208,4,78,0,2,7,0,78,4,2,988,0,10.0,564.6
05412909202029092020208000000073908001,05412909202029092020208000000073908001,1,2020-09-29 10:22:56,73908,2371.0,0,0.0,0,0.0,208,4,101,0,7,8,0,154,1,7,,,,
05412909202029092020208000000073908001,05412909202029092020208000000073908001,1,2020-09-29 10:22:56,73908,2371.0,0,0.0,0,0.0,208,4,101,0,7,8,0,154,1,7,,,,
05412909202029092020208000000073908001,05412909202029092020208000000073908001,1,2020-09-29 10:22:56,73908,2371.0,0,0.0,0,0.0,208,4,101,0,7,8,0,154,1,7,,,,
05412909202029092020208000000076900001,05412909202029092020208000000076900001,1,2020-09-29 10:22:56,76900,0,0,0,0,0,208,4,101,0,7,8,0,168,4,8,,,,
05412909202029092020208000000076900001,05412909202029092020208000000076900001,1,2020-09-29 10:22:56,76900,0,0,0,0,0,208,4,101,0,7,8,0,168,4,8,,,,
05412909202029092020208000000081269001,05412909202029092020208000000081269001,1,2020-09-29 10:22:56,81269,2965.52,1,360.88,1,631.59,208,4,4,0,5,8,0,4,4,5,,,,
05412909202029092020208000000081269001,05412909202029092020208000000081269001,1,2020-09-29 10:22:56,81269,2965.52,1,360.88,1,631.59,208,4,4,0,5,8,0,4,4,5,,,,
05412909202029092020208000000081269001,05412909202029092020208000000081269001,1,2020-09-29 10:22:56,81269,2965.52,1,360.88,1,631.59,208,4,4,0,5,8,0,4,4,5,,,,
05412909202029092020208000000081269001,05412909202029092020208000000081269001,1,2020-09-29 10:22:56,81269,2965.52,1,360.88,1,631.59,208,4,4,0,5,8,0,4,4,5,,,,
05412909202029092020208000000095437001,05412909202029092020208000000095437001,1,2020-09-29 10:22:57,95437,5612.0,0,0.0,0,0.0,208,4,168,0,7,8,0,154,1,7,,,,
05412909202029092020208000000095437001,05412909202029092020208000000095437001,1,2020-09-29 10:22:57,95437,5612.0,0,0.0,0,0.0,208,4,168,0,7,8,0,154,1,7,,,,
05412909202029092020208000000098113001,05412909202029092020208000000098113001,1,2020-09-29 10:22:57,98113,3319.0,0,0.0,0,0.0,208,4,62,0,1,8,0,154,1,7,,,,
05412909202029092020208000000098113001,05412909202029092020208000000098113001,1,2020-09-29 10:22:57,98113,3319.0,0,0.0,0,0.0,208,4,62,0,1,8,0,154,1,7,,,,
05412909202029092020208000000098113001,05412909202029092020208000000098113001,1,2020-09-29 10:22:57,98113,3319.0,0,0.0,0,0.0,208,4,62,0,1,8,0,154,1,7,,,,
05412909202029092020208000000098113001,05412909202029092020208000000098113001,1,2020-09-29 10:22:57,98113,3319.0,0,0.0,0,0.0,208,4,62,0,1,8,0,154,1,7,,,,
05412909202029092020208000000099843001,05412909202029092020208000000099843001,1,2020-09-29 10:22:57,99843,4942.82,1,998.04,1,3043.68,208,4,4,0,5,8,0,4,4,5,,,,
05412909202029092020208000000099843001,05412909202029092020208000000099843001,1,2020-09-29 10:22:57,99843,4942.82,1,998.04,1,3043.68,208,4,4,0,5,8,0,4,4,5,,,,
05412909202029092020208000000099843001,05412909202029092020208000000099843001,1,2020-09-29 10:22:57,99843,4942.82,1,998.04,1,3043.68,208,4,4,0,5,8,0,4,4,5,,,,
05412909202029092020208000000099843001,05412909202029092020208000000099843001,1,2020-09-29 10:22:57,99843,4942.82,1,998.04,1,3043.68,208,4,4,0,5,8,0,4,4,5,,,,
05412909202029092020208000000099843001,05412909202029092020208000000099843001,1,2020-09-29 10:22:57,99843,4942.82,1,998.04,1,3043.68,208,4,4,0,5,8,0,4,4,5,,,,
05412909202029092020405000000028983001,05412909202029092020405000000028983001,1,2020-09-29 11:00:20,28983,3960.0,0,0.0,0,0.0,405,4,101,0,7,8,0,168,4,8,,,,
05412909202029092020405000000028983001,05412909202029092020405000000028983001,1,2020-09-29 11:00:20,28983,3960.0,0,0.0,0,0.0,405,4,101,0,7,8,0,168,4,8,,,,
05412909202029092020405000000028983001,05412909202029092020405000000028983001,1,2020-09-29 11:00:20,28983,3960.0,0,0.0,0,0.0,405,4,101,0,7,8,0,168,4,8,,,,
05412909202029092020405000000034284001,05412909202029092020405000000034284001,1,2020-09-29 11:00:20,34284,3915.0,0,0.0,0,0.0,405,4,101,0,7,8,0,168,4,8,,,,
05412909202029092020405000000034284001,05412909202029092020405000000034284001,1,2020-09-29 11:00:20,34284,3915.0,0,0.0,0,0.0,405,4,101,0,7,8,0,168,4,8,,,,
